,train_result,test_list
2685,218770,219178
2686,215807,218504
2687,206244,206723
2688,212272,211052
2689,205080,205521
2690,204321,203973
2691,202268,204666
2692,205633,206892
2693,201320,201955
2694,209301,209922
2695,211735,211830
2696,213953,213798
2697,202511,201795
2698,212286,212797
2699,203116,201802
2700,205146,205697
2701,204670,204482
2702,208301,209452
2703,208176,214526
2704,205399,204869
2705,201278,202593
2706,193298,192465
2707,194329,195107
2708,195076,196234
2709,207088,206498
2710,200328,202463
2711,206094,206535
2712,199855,198760
2713,198086,195441
2714,200485,201048
2715,202993,204796
2716,204658,202787
2717,196452,197229
2718,200537,199092
2719,202641,202334
2720,203597,205350
2721,197707,198123
2722,196657,195518
2723,200920,199919
2724,194304,196893
2725,197927,197661
2726,201076,201754
2727,199294,199187
2728,203507,205784
2729,209731,206695
2730,207326,205531
2731,205862,207701
2732,215996,215576
2733,209209,208812
2734,212033,214735
2735,202814,200474
2736,197524,198062
2737,198896,199064
2738,199719,203115
2739,197351,197956
2740,199453,200935
2741,192705,192340
2742,203820,204303
2743,198477,199816
2744,198305,197876
2745,199487,198246
2746,202835,203770
2747,202095,202447
2748,201179,202225
2749,197904,199101
2750,199222,199770
2751,194662,194669
2752,199948,200695
2753,204610,203308
2754,202709,200398
2755,196220,195185
2756,198146,199392
2757,205961,204944
2758,196171,198225
2759,198833,198487
2760,200077,200677
2761,197742,198428
2762,200909,201052
2763,199220,200325
2764,201395,200463
2765,194653,195626
2766,201964,201287
2767,200408,202224
2768,206162,206063
2769,203852,200916
2770,209728,210729
2771,200679,202665
2772,198019,197360
2773,196351,195912
2774,206357,206015
2775,201618,201110
2776,196262,195569
2777,198561,198353
2778,197178,199855
2779,198781,197098
2780,201493,206251
2781,209573,208834
2782,214123,217259
2783,207870,210652
2784,200790,202030
2785,207149,206787
2786,198476,196042
2787,198239,199580
2788,199861,201155
2789,201822,200648
2790,194323,196369
2791,205520,203289
2792,200091,202833
2793,211761,212401
2794,214055,213654
2795,209905,211402
2796,205913,204175
2797,204331,205118
2798,208120,206857
2799,206921,208477
2800,211201,211348
2801,201066,204410
2802,214154,211688
2803,201711,202174
2804,204458,204237
2805,202815,203627
2806,201288,201297
2807,207048,207335
2808,212913,211093
2809,202482,203148
2810,195669,199583
2811,202680,203447
2812,209703,211134
2813,209178,209506
2814,210003,210906
2815,202191,203165
2816,197826,197256
2817,205560,208350
2818,203747,203676
2819,200303,201145
2820,202837,203536
2821,202008,201507
2822,201698,202313
2823,200265,202300
2824,201141,201185
2825,200507,200806
2826,198116,201283
2827,208699,208453
2828,198075,199184
2829,202685,205013
2830,209189,211649
2831,204858,205198
2832,200801,203082
2833,191854,192788
2834,197000,197198
2835,199023,200065
2836,204124,204255
2837,203553,203556
2838,195326,195749
2839,198031,199211
2840,198439,198522
2841,199729,200649
2842,206834,207511
2843,199301,197006
2844,205497,204189
2845,208247,209301
2846,209826,210310
2847,209556,206878
2848,202529,202351
2849,210243,215359
2850,204868,205544
2851,205342,201801
2852,200193,202040
2853,199716,197663
2854,207887,205566
2855,208971,206691
2856,210280,207168
2857,213484,213419
2858,217153,217149
2859,214192,213620
2860,210046,213455
2861,211191,214441
2862,205177,208393
2863,201970,201026
2864,207418,202282
2865,202422,203988
2866,206772,206524
2867,201851,202326
2868,207805,213283
2869,210000,211050
2870,208230,208697
2871,205867,204745
2872,205232,204467
2873,200938,200750
2874,201777,204388
2875,203627,203715
2876,202873,203961
2877,209302,208568
2878,214834,213477
2879,209341,211593
2880,215016,215597
2881,202162,205774
2882,204014,203036
2883,212150,212043
2884,215305,216710
2885,210805,211011
2886,205461,207472
2887,207991,208093
2888,205261,207825
2889,210837,212685
2890,203559,204773
2891,211625,213461
2892,214061,214711
2893,211160,209489
2894,204537,205756
2895,216255,216533
2896,210453,207352
2897,210212,208965
2898,209630,210535
2899,212959,212933
2900,213196,214001
2901,204374,204057
2902,205963,206669
2903,207084,207138
2904,212877,213165
2905,209153,207278
2906,207789,208341
2907,209352,206107
2908,216646,215173
2909,214080,214859
2910,209320,209840
2911,201215,202591
2912,216930,219978
2913,210694,211766
2914,209099,210573
2915,201952,202677
2916,199052,198275
2917,200347,202642
2918,206079,206148
2919,205050,204554
2920,207286,208010
2921,205969,203180
2922,211659,213856
2923,206153,206936
2924,202981,204596
2925,204008,199544
2926,206794,208797
2927,204379,204772
2928,203864,202693
2929,214707,215279
2930,226073,226111
2931,210308,209486
2932,209469,210266
2933,207198,206463
2934,212733,210572
2935,202305,203848
2936,202104,201948
2937,198686,200905
2938,196753,196002
2939,197500,199714
2940,200834,201296
2941,204537,207144
2942,206226,205897
2943,196797,198217
2944,205978,203736
2945,206457,203483
2946,209960,210248
2947,198573,199496
2948,205997,207266
2949,207692,206994
2950,195992,196711
2951,201686,201659
2952,207862,209083
2953,207179,207299
2954,212596,211601
2955,194290,195484
2956,196793,199051
2957,197425,200752
2958,196800,196011
2959,198624,198010
2960,206810,210109
2961,208779,212871
2962,217494,218757
2963,222953,224034
2964,202860,204238
2965,210216,211518
2966,200685,201605
2967,199317,199483
2968,203093,203567
2969,200805,203289
2970,198482,199280
2971,210737,210498
2972,221769,224122
2973,209016,208966
2974,205005,206657
2975,200926,202995
2976,201683,200045
2977,202157,202930
2978,202406,199503
2979,196778,196336
2980,204016,205050
2981,204687,204335
2982,202375,202197
2983,203560,203855
2984,201428,203786
2985,198224,198889
2986,201947,202657
2987,210891,210810
2988,212382,213624
2989,210484,208798
2990,212062,211442
2991,213362,209627
2992,206308,207080
2993,202859,203163
2994,199908,201170
2995,200203,203349
2996,197565,198706
2997,197686,196649
2998,197506,198745
2999,195644,196049
3000,212665,213721
3001,203871,207123
3002,201092,200851
3003,201386,203429
3004,208055,210496
3005,206477,206644
3006,210945,209958
3007,201274,200650
3008,212862,212802
3009,202587,203564
3010,206271,207294
3011,206653,205772
3012,210035,207647
3013,207523,208953
3014,215140,216971
3015,211345,212299
3016,208187,212748
3017,202972,205406
3018,201065,201545
3019,201623,202248
3020,208032,208728
3021,205674,206052
3022,205229,205544
3023,199348,200393
3024,208494,207810
3025,211221,212693
3026,205109,207717
3027,213607,212513
3028,199036,201065
3029,200315,200235
3030,198975,196661
3031,197049,197238
3032,198883,200496
3033,208727,210160
3034,210810,212720
3035,204153,205002
3036,210735,211816
3037,206252,206901
3038,214539,215282
3039,209597,210282
3040,203854,206403
3041,193615,194641
3042,204302,204848
3043,218691,220777
3044,210610,211020
3045,200803,202891
3046,204321,203159
3047,202339,202144
3048,212721,214963
3049,210332,212146
3050,212404,211809
3051,205920,207856
3052,201994,202304
3053,205812,207289
3054,204979,206203
3055,204942,206577
3056,197461,196960
3057,204740,205113
3058,203684,201491
3059,204268,203664
3060,203475,205586
3061,201168,203309
3062,205215,205464
3063,197847,199860
3064,205531,206342
3065,209460,209197
3066,195956,196351
3067,201226,200085
3068,203526,204774
3069,208019,209554
3070,197261,196629
3071,199685,199329
3072,211929,210757
3073,209296,209581
3074,202660,205380
3075,199126,200396
3076,200218,200586
3077,203780,204404
3078,205211,208095
3079,208940,208013
3080,201909,201801
3081,196475,197002
3082,193615,192536
3083,199059,197486
3084,193883,195961
3085,200147,202185
3086,198765,200608
3087,209002,209016
3088,201357,203055
3089,201653,202345
3090,204825,212016
3091,197130,197544
3092,194505,194405
3093,203734,203546
3094,203255,202114
3095,202579,201426
3096,204845,206092
3097,197104,197798
3098,204431,204723
3099,204390,204379
3100,205269,205738
3101,194730,195832
3102,194805,194277
3103,210576,207928
3104,201405,200684
3105,197288,199042
3106,197301,197680
3107,196575,197045
3108,193198,195112
3109,199562,199920
3110,200788,200131
3111,194365,196339
3112,192508,195421
3113,196625,198716
3114,198096,199720
3115,202826,203908
3116,201212,200746
3117,203413,205156
3118,200775,201678
3119,202982,203666
3120,201378,201811
3121,196767,197491
3122,208715,209647
3123,200015,201976
3124,205651,205540
3125,208684,210512
3126,212881,212184
3127,210729,208178
3128,211244,211520
3129,205695,208309
3130,201504,202641
3131,201204,201347
3132,205060,204012
3133,203900,203789
3134,200844,201821
3135,197874,200731
3136,204582,199554
3137,196929,198364
3138,196845,197560
3139,197182,197299
3140,197332,197904
3141,206816,206900
3142,212642,212983
3143,214679,215993
3144,193347,193742
3145,202448,201653
3146,204005,204025
3147,204544,204992
3148,201538,204008
3149,205543,212976
3150,207693,208337
3151,207813,207949
3152,198817,195868
3153,202410,201838
3154,197286,195854
3155,201253,199214
3156,199499,200745
3157,205336,207944
3158,195028,194825
3159,197294,196107
3160,206115,209850
3161,208619,208417
3162,213199,212406
3163,207246,207128
3164,203105,205500
3165,204225,205335
3166,208079,212835
3167,206056,207597
3168,209100,209109
3169,208635,210608
3170,208307,209247
3171,198762,200388
3172,210076,211745
3173,204343,204878
3174,212873,211645
3175,207714,208911
3176,207424,211291
3177,201659,201849
3178,204554,205237
3179,211975,210754
3180,198863,198494
3181,202339,204615
3182,198425,199985
3183,195277,195383
3184,198689,198243
3185,198317,200430
3186,204745,206067
3187,201358,201975
3188,201766,202852
3189,203889,204032
3190,197187,196510
3191,197792,201372
3192,196521,196245
3193,203310,205128
3194,210972,205572
3195,200735,196350
3196,197319,198301
3197,196926,196561
3198,195725,198504
3199,195118,197728
3200,193125,192035
3201,195413,195311
3202,193590,194487
3203,201392,201689
3204,202759,203834
3205,195077,200031
3206,195253,196893
3207,198863,198681
3208,202183,200874
3209,210231,209644
3210,203518,203321
3211,198782,200059
3212,191684,192309
3213,194526,192838
3214,196548,199337
3215,198963,197456
3216,198565,200319
3217,198467,196263
3218,198508,202623
3219,204071,205568
3220,198910,201840
3221,194054,193700
3222,196774,199562
3223,205879,208267
3224,204295,204696
3225,197167,199119
3226,209077,209300
3227,196851,197903
3228,203198,204770
3229,202717,201266
3230,203970,202066
3231,205610,209135
3232,208204,213914
3233,205965,204355
3234,198621,198914
3235,199630,199339
3236,192063,193336
3237,208750,211532
3238,196574,197369
3239,197473,201765
3240,198056,197893
3241,198841,198167
3242,194004,194394
3243,203273,203134
3244,195843,196559
3245,199195,199457
3246,205578,205738
3247,207589,207781
3248,209026,207519
3249,206583,207265
3250,203104,203166
3251,204829,204607
3252,204728,204448
3253,201878,200772
3254,203792,206280
3255,205847,205559
3256,205611,210678
3257,201251,201056
3258,203343,202818
3259,201401,202443
3260,205266,204611
3261,197159,196572
3262,201244,200459
3263,202514,202709
3264,200033,198823
3265,199108,196354
3266,205781,206045
3267,203020,203947
3268,207815,207427
3269,200651,203109
3270,200936,198469
3271,196092,199100
3272,201142,197790
3273,210501,210216
3274,206746,206412
3275,198163,196113
3276,198580,198429
3277,200009,199930
3278,202841,205510
3279,206207,203459
3280,201182,199293
3281,204189,205407
3282,199960,199143
3283,204956,205411
3284,209055,209323
3285,215130,217149
3286,211549,210577
3287,209958,208608
3288,206500,204839
3289,213631,214372
3290,201053,202076
3291,203207,208253
3292,208312,207143
3293,208325,212008
3294,207442,205890
3295,210444,210322
3296,206134,205347
3297,209180,211158
3298,205960,209812
3299,217945,219592
3300,208345,209842
3301,207896,206104
3302,200007,201483
3303,206660,206714
3304,202517,202539
3305,189247,190894
3306,202282,200527
3307,203536,204313
3308,198301,197798
3309,205820,205021
3310,199945,202959
3311,207106,207788
3312,188679,189223
3313,194211,194732
3314,196681,199908
3315,190720,192799
3316,202944,207384
3317,195880,199256
3318,197490,198451
3319,200841,201799
3320,198820,199858
3321,192160,193754
3322,191259,190524
3323,195219,196657
3324,197168,197365
3325,208611,207619
3326,203923,206303
3327,203100,208742
3328,196460,197331
3329,201146,201279
3330,201701,203678
3331,206036,209751
3332,203508,204870
3333,201307,201730
3334,205927,206435
3335,206376,206567
3336,206730,209169
3337,205497,206530
3338,200094,202155
3339,200896,198973
3340,201616,201886
3341,197834,197598
3342,208042,209738
3343,203863,203571
3344,207683,208820
3345,206854,207574
3346,208502,208057
3347,204405,204695
3348,202476,202937
3349,204791,208990
3350,208838,208348
3351,203361,204725
3352,203266,204873
3353,202804,206211
3354,203152,204657
3355,202594,202296
3356,202261,204377
3357,203394,203371
3358,207666,208475
3359,206878,208556
3360,201123,203566
3361,196249,195146
3362,203166,204104
3363,205734,206085
3364,208821,209962
3365,201881,204282
3366,197514,198847
3367,199742,198716
3368,205943,208261
3369,210945,214025
3370,206790,210638
3371,201282,202175
3372,204839,205820
3373,206717,205082
3374,204264,205951
3375,214841,212740
3376,206381,207267
3377,206678,211419
3378,205275,205048
3379,206931,207399
3380,214192,209673
3381,202174,201203
3382,198736,202767
3383,202936,203376
3384,206735,205429
3385,205347,206843
3386,208996,207885
3387,211395,213262
3388,209870,210891
3389,203242,204847
3390,201826,202230
3391,201732,202739
3392,206045,205792
3393,202768,201037
3394,200285,201126
3395,200304,202257
3396,194817,196880
3397,196651,198212
3398,203764,204681
3399,199933,200188
3400,202056,201020
3401,199463,199018
3402,196038,196319
3403,197379,198565
3404,202302,201557
3405,199402,199424
3406,196271,198522
3407,199633,201129
3408,202620,204480
3409,197510,195862
3410,198946,200414
3411,196872,195674
3412,197802,198401
3413,204928,206031
3414,196508,197047
3415,195619,195877
3416,192040,192145
3417,194796,196881
3418,196328,198355
3419,203617,206555
3420,194681,196162
3421,202806,202983
3422,205248,205090
3423,205410,204484
3424,200662,200582
3425,199786,204032
3426,199259,199609
3427,203532,204795
3428,205045,207535
3429,207489,207897
3430,205811,203962
3431,200944,199147
3432,201660,201627
3433,198760,198914
3434,196945,196575
3435,197038,197336
3436,190866,192781
3437,199955,200321
3438,217102,217314
3439,208846,210328
3440,198619,195993
3441,205611,207394
3442,211541,211619
3443,200189,201327
3444,194932,196668
3445,202700,203361
3446,200577,198703
3447,210433,209875
3448,201923,201557
3449,197315,196673
3450,202666,203372
3451,198159,196715
3452,190696,191514
3453,204555,204830
3454,201829,203832
3455,201988,204326
3456,199368,202773
3457,200430,200675
3458,196250,196431
3459,202741,203016
3460,199884,199496
3461,194881,192286
3462,204772,206026
3463,203393,203822
3464,202782,201649
3465,210254,210468
3466,200227,200947
3467,205987,205502
3468,206659,206805
3469,210590,212212
3470,202552,204199
3471,203196,199469
3472,200193,198762
3473,202203,201143
3474,206080,204492
3475,199292,198308
3476,200037,201759
3477,198065,197202
3478,202936,203791
3479,198552,201574
3480,205086,204702
3481,202933,207274
3482,208183,207962
3483,208063,209195
3484,203519,204543
3485,199879,201601
3486,203965,206452
3487,203909,204005
3488,197772,200534
3489,199150,200822
3490,197770,198953
3491,203360,203178
3492,204654,205273
3493,209339,209498
3494,206415,205698
3495,207234,209991
3496,206174,204830
3497,208799,207302
3498,204504,203461
3499,207561,207812
3500,201731,202787
3501,200580,201405
3502,199406,199426
3503,199440,201640
3504,201120,200461
3505,203231,202401
3506,203780,203451
3507,199833,201480
3508,198920,200219
3509,197561,197473
3510,196687,199382
3511,190015,191168
3512,192651,195794
3513,197406,196732
3514,201131,202155
3515,214911,213228
3516,206859,206712
3517,200862,200395
3518,202885,203543
3519,203272,202878
3520,202726,205794
3521,197996,198129
3522,201847,201932
3523,203709,201272
3524,200987,200045
3525,202323,199537
3526,191573,193263
3527,192871,197882
3528,194140,195096
3529,188048,189581
3530,200336,201366
3531,196934,195799
3532,195441,196856
3533,194118,194483
3534,194795,195495
3535,195236,195508
3536,194354,197304
3537,192033,190905
3538,192655,196233
3539,193591,194252
3540,192720,193201
3541,196873,193204
3542,194348,195019
3543,199811,200489
3544,197915,197280
3545,196144,195609
3546,197999,200109
3547,194770,196560
3548,195754,196498
3549,192010,194294
3550,198624,198446
3551,199683,201839
3552,194340,195921
3553,195869,197620
3554,206473,206927
3555,207120,202052
3556,209486,209545
3557,205905,207836
3558,196699,197996
3559,198247,199566
3560,203623,202492
3561,202306,203880
3562,196851,200173
3563,202817,202378
3564,193629,194686
3565,194915,196707
3566,192930,194188
3567,202124,201044
3568,203243,207329
3569,203929,202878
3570,195748,195496
3571,198356,199731
3572,196267,196680
3573,201543,201414
3574,197500,197701
3575,199945,200969
3576,197324,197870
3577,195122,198081
3578,201168,202300
3579,194757,194478
3580,197025,197514
3581,196512,196376
3582,209489,212512
3583,207159,206377
3584,212960,214784
3585,206196,208434
3586,212264,210775
3587,215771,217194
3588,218871,217876
3589,212511,212910
3590,207502,207457
3591,207923,205335
3592,207102,208926
3593,205429,205152
3594,201040,199291
3595,210333,209940
3596,214122,215200
3597,205719,205335
3598,206535,205908
3599,207495,207367
3600,205211,206181
3601,205265,206141
3602,206747,207801
3603,211532,213151
3604,211558,209841
3605,212052,212262
3606,208436,212307
3607,206270,203956
3608,206524,203291
3609,201461,203784
3610,211293,210889
3611,209356,211171
3612,197889,198376
3613,193553,195771
3614,205435,207027
3615,207123,208900
3616,200803,204035
3617,205048,202549
3618,206743,206146
3619,203129,205029
3620,207873,209398
3621,209105,206585
3622,199971,199955
3623,201859,202354
3624,204545,204278
3625,205053,204479
3626,198715,199198
3627,201388,200321
3628,200696,201770
3629,205412,204263
3630,198879,201089
3631,200591,200556
3632,197266,196637
3633,198292,197693
3634,201810,207343
3635,196767,196888
3636,197822,196353
3637,203012,199842
3638,209281,207986
3639,203988,204588
3640,207674,207533
3641,205541,206222
3642,201873,202342
3643,201186,203096
3644,199207,199676
3645,202389,203205
3646,202719,204281
3647,202433,204757
3648,201884,203557
3649,199326,199817
3650,199269,199866
3651,206247,203818
3652,198934,199445
3653,196856,199690
3654,195872,196827
3655,201711,201475
3656,203099,204116
3657,202808,199917
3658,193445,194907
3659,208801,209181
3660,196984,199424
3661,199158,200377
3662,204120,202954
3663,201026,202903
3664,206005,207752
3665,197993,199820
3666,210890,209259
3667,204392,202113
3668,209200,210103
3669,203007,203289
3670,195413,196100
3671,199531,199785
3672,197604,199126
3673,200288,197481
3674,202378,201740
3675,210783,215975
3676,206090,206589
3677,197806,198404
3678,198157,200010
3679,203262,205369
3680,197308,197641
3681,200690,202944
3682,200823,201947
3683,204755,204468
3684,206705,206147
3685,200617,201674
3686,209025,210035
3687,197614,198689
3688,196816,197728
3689,199950,201200
3690,202063,203398
3691,195552,196539
3692,199557,197901
3693,205523,205239
3694,202690,203176
3695,197624,198364
3696,202566,201393
3697,200592,203479
3698,195370,198035
3699,195554,196429
3700,198111,192541
3701,198271,198056
3702,197839,195653
3703,202539,200932
3704,198226,197159
3705,202431,204550
3706,201545,200566
3707,199884,199970
3708,200442,198979
3709,190924,191950
3710,201737,200094
3711,193216,195169
3712,194756,194349
3713,190273,191350
3714,201470,204639
3715,203636,207037
3716,198044,201065
3717,199891,199088
3718,205717,201867
3719,196502,198522
3720,195353,195652
3721,190201,191666
3722,190141,189846
3723,190705,191424
3724,199893,199708
3725,198640,199998
3726,194186,194893
3727,197498,196938
3728,195532,196481
3729,197720,198900
3730,197241,196344
3731,191061,192808
3732,193365,193546
3733,198609,198607
3734,198580,199741
3735,205358,203739
3736,202868,203532
3737,200374,200944
3738,198502,199454
3739,209693,208971
3740,202082,200975
3741,198642,197184
3742,190188,192296
3743,200141,200903
3744,195939,197452
3745,197810,197976
3746,203182,204347
3747,202066,201442
3748,197513,198900
3749,194745,197150
3750,197305,198390
3751,198030,195113
3752,197131,196761
3753,191740,191226
3754,195524,197052
3755,195583,197433
3756,199438,199395
3757,199572,201192
3758,198015,197836
3759,195301,195098
3760,192614,194464
3761,199564,200187
3762,197941,199629
3763,207000,205767
3764,207907,208331
3765,205862,209049
3766,202329,202098
3767,200606,201992
3768,204617,202216
3769,199742,199511
3770,198118,197533
3771,202215,203713
3772,196767,198771
3773,195509,197676
3774,193706,194093
3775,196164,196985
3776,196321,197219
3777,198722,197582
3778,197727,198436
3779,198651,199065
3780,193070,194775
3781,201116,201755
3782,200945,202598
3783,200990,201329
3784,194777,194963
3785,198738,200075
3786,202666,202287
3787,203132,202739
3788,204749,203129
3789,198475,199666
3790,197806,199804
3791,194306,193472
3792,193769,195967
3793,191876,192742
3794,193710,193494
3795,196653,194736
3796,201879,199898
3797,200766,201419
3798,201941,201605
3799,203773,205693
3800,198872,200914
3801,197815,198359
3802,197338,196281
3803,194537,197353
3804,196414,196145
3805,200236,200252
3806,197554,198209
3807,194952,196425
3808,196635,201599
3809,194464,197040
3810,202998,206082
3811,196081,194539
3812,199324,200150
3813,196400,197659
3814,198264,201487
3815,197429,196500
3816,198223,196817
3817,198766,198893
3818,197583,198919
3819,194726,194355
3820,195469,194656
3821,194461,194858
3822,194695,195124
3823,191906,192075
3824,196598,198630
3825,197137,197943
3826,195265,193353
3827,199634,197867
3828,202943,204888
3829,204003,204182
3830,197899,200735
3831,196589,196940
3832,201788,202251
3833,203807,203393
3834,205960,205481
3835,203356,204257
3836,196136,196068
3837,194526,194568
3838,197310,198904
3839,195844,197001
3840,199150,201767
3841,202816,201460
3842,204397,204413
3843,211852,211763
3844,195588,201710
3845,193018,193698
3846,194213,197280
3847,200636,201735
3848,196350,194530
3849,202318,205001
3850,203182,209399
3851,201444,204910
3852,204359,205626
3853,198480,200062
3854,198859,197997
3855,206342,206374
3856,201031,202660
3857,206447,210317
3858,196381,195708
3859,202124,201699
3860,201468,204581
3861,204607,203904
3862,205155,206939
3863,201813,200834
3864,200795,202655
3865,194095,194885
3866,207220,207128
3867,197441,199395
3868,198541,199360
3869,198464,201037
3870,198968,199248
3871,197541,199626
3872,203517,204873
3873,200712,202201
3874,198578,198480
3875,203489,201911
3876,194281,194408
3877,201005,205225
3878,199897,201056
3879,194844,194173
3880,194125,193880
3881,197738,198726
3882,196535,193564
3883,195732,194928
3884,186060,188330
3885,190302,191218
3886,193215,191220
3887,195453,196655
3888,194471,195097
3889,198726,196943
3890,199385,200676
3891,201754,201524
3892,203518,204784
3893,199859,200308
3894,192925,194348
3895,197295,197476
3896,194280,195075
3897,197477,197523
3898,189970,190075
3899,195987,196185
3900,197314,198597
3901,197022,199013
3902,203623,202038
3903,200470,200625
3904,195804,198038
3905,192077,190583
3906,194160,195059
3907,193298,193012
3908,197655,196405
3909,193717,194837
3910,194047,196710
3911,202963,203493
3912,201968,205820
3913,205199,206791
3914,205440,203075
3915,195444,197632
3916,193593,193329
3917,191836,191546
3918,190681,191457
3919,189812,192758
3920,191625,190958
3921,191531,191455
3922,196306,198029
3923,201748,202272
3924,197772,198863
3925,197608,199683
3926,200363,200428
3927,199104,199390
3928,201140,198574
3929,196038,196972
3930,195169,195773
3931,204763,206768
3932,199805,197231
3933,199659,199788
3934,195185,197025
3935,194858,194161
3936,196102,196032
3937,201586,204901
3938,200197,201399
3939,197719,197148
3940,196213,195595
3941,195499,197075
3942,199779,200944
3943,201954,201770
3944,200037,199107
3945,205411,205795
3946,205705,209934
3947,212413,213653
3948,204081,204415
3949,208340,210246
3950,204645,202333
3951,193572,195541
3952,195356,197857
3953,198800,198812
3954,200655,201466
3955,193729,195158
3956,198740,202195
3957,193189,194856
3958,191681,189999
3959,198842,202297
3960,201819,203967
3961,198270,199700
3962,200855,198968
3963,203832,202210
3964,205383,205248
3965,205009,205316
3966,205091,206063
3967,202834,203224
3968,195955,195846
3969,197906,198899
3970,200975,198496
3971,202156,200149
3972,201894,200875
3973,196706,197551
3974,200846,200114
3975,201914,202810
3976,205093,205041
3977,202631,204349
3978,202506,200824
3979,200047,196744
3980,197967,196738
3981,192927,192095
3982,201760,202890
3983,210869,207994
3984,202293,202643
3985,196431,194067
3986,191080,192754
3987,196872,197571
3988,197383,196929
3989,195606,197693
3990,196392,198224
3991,197294,197339
3992,198240,197805
3993,191928,193039
3994,205432,205969
3995,203236,211189
3996,201305,203376
3997,197603,198340
3998,196776,197034
3999,194889,195642
4000,195853,196780
